title,release_date,type,runtime,season_count,episode_count,genre,director,cast,country,language,production_company,synopsis,tags,imdb_rating,imdb_review_count,text_input,production_company_is_missing,cast_is_missing,director_is_missing
≠ME THE MOVIE: Yakusoku no Uta,2025-08-22,movie,95.0,1.0,1.0,"Documentary, Music",Shuntaro Takazawa,"Hana Ogi, Kirari Ochiai, Moeko Kanisawa, Natsune Kawaguchi, Natsumi Kawanago",JP,ja,"Netzgen, Toei Video Company, Yoyogi Animation Academy, King Records","≠ME is finally coming to the big screen! In their first-ever live and documentary film, their journey toward their dreams is etched into history.","concert, j-pop",0.0,0,"≠ME is finally coming to the big screen! In their first-ever live and documentary film, their journey toward their dreams is etched into history. Documentary, Music",0,0,0
Sunu Gaal (Our Cayuco),2025-09-19,movie,72.0,1.0,1.0,Documentary,Josep T.París,unknown,"ES, SN",es,Karavan Films,"Why do so many Africans dream of going to Europe? Are they aware of the dangers and racism? Sunu Gaal (Our Cayuco) follows young people from Senegal who are torn between staying in a country marked by neocolonialism, which plunders its resources, or risking an obstacle-filled journey to Europe.","action, psychological, adventure, social-issue, historical",0.0,0,"Why do so many Africans dream of going to Europe? Are they aware of the dangers and racism? Sunu Gaal (Our Cayuco) follows young people from Senegal who are torn between staying in a country marked by neocolonialism, which plunders its resources, or risking an obstacle-filled journey to Europe. Documentary",0,1,0
Love Bound,2025-06-01,movie,27.0,1.0,1.0,"Drama, Romance",Dek Webber,"Dek Webber, Melissa Temkov",US,en,Dek Webber Productions,"A tormented man abducts a woman to force his dream of love, sparking a fiery clash that bares their souls and wounded hearts, forging a searing bond in this 27-minute 4K short.","redemption, psychological thriller, mental health, thought provoking, gritty, suspense, provocative, alfred hitchcock, edgy",0.0,0,"A tormented man abducts a woman to force his dream of love, sparking a fiery clash that bares their souls and wounded hearts, forging a searing bond in this 27-minute 4K short. Drama, Romance",0,0,0
Off to the Island,2025-06-06,movie,94.0,1.0,1.0,Documentary,Kim Ye-rim,unknown,KR,ko,unknown,"""Have you ever wanted to just leave everything behind and take off to a faraway place?"" Here are two people who didn’t just imagine it but actually made it happen. Do-won and Myung-chul left behind their familiar and convenient city life to start anew in an unfamiliar place—Cheongsan (靑山). Cheongsan Island reveals itself only after a six-hour bus ride from Seoul, followed by another hour-long ferry journey. In a place where even those in their sixties are considered young, the arrival of a couple in their thirties was nothing short of astonishing. Wherever they go, their youth stands out. Do-won works as a social worker at a local children’s center, while Myung-chul volunteers at a church café. Though they are still adjusting, little by little, they are building a home for themselves on the island. In Cheongsan, a designated ""Slow City"" where slowness is considered an art, Do-won and Myung-chul lead surprisingly busy lives.","twist, family, drama, adventure, coming-of-age, superhero",0.0,0,"""Have you ever wanted to just leave everything behind and take off to a faraway place?"" Here are two people who didn’t just imagine it but actually made it happen. Do-won and Myung-chul left behind their familiar and convenient city life to start anew in an unfamiliar place—Cheongsan (靑山). Cheongsan Island reveals itself only after a six-hour bus ride from Seoul, followed by another hour-long ferry journey. In a place where even those in their sixties are considered young, the arrival of a couple in their thirties was nothing short of astonishing. Wherever they go, their youth stands out. Do-won works as a social worker at a local children’s center, while Myung-chul volunteers at a church café. Though they are still adjusting, little by little, they are building a home for themselves on the island. In Cheongsan, a designated ""Slow City"" where slowness is considered an art, Do-won and Myung-chul lead surprisingly busy lives. Documentary",1,1,0
Machu Picchu: The Discovery with Dan Snow,2025-06-06,movie,67.0,1.0,1.0,"Documentary, Mystery, History","Jessica Reid, Tamsin Graham",unknown,US,en,"History Hit, Albert Certified Productions, AW Films, Channel 5","Dan Snow climbs into the mountains on the trail of the lost city of the Inca, Machu Picchu, a magical metropolis perched high among the clouds. It was rediscovered, overgrown by jungle, more than 100 years ago. Now Dan explores its story and comes face to face with an Inca 'ice mummy' - a teenage girl frozen in time when she was sacrificed to the mountain gods 600 years ago. AKA The Lost City.",machu picchu,0.0,0,"Dan Snow climbs into the mountains on the trail of the lost city of the Inca, Machu Picchu, a magical metropolis perched high among the clouds. It was rediscovered, overgrown by jungle, more than 100 years ago. Now Dan explores its story and comes face to face with an Inca 'ice mummy' - a teenage girl frozen in time when she was sacrificed to the mountain gods 600 years ago. AKA The Lost City. Documentary, Mystery, History",0,1,0
Unnai Kaanadha Naan,2025-06-13,movie,12.0,1.0,1.0,Drama,Dhanush,"Venkat, Raksha",IN,ta,Paper Camera Productions,"Aadharsh spends the entire day anticipating a call or message from Meghana, growing restless as the silence lingers. When she finally calls late at night, their long-awaited conversation takes a subtle but tense turn. Emotions simmer beneath the surface, and the moment quietly unravels into conflict. As misunderstandings grow, one question remains—can their bond withstand the strain?","found-family, family, drama, adventure",0.0,0,"Aadharsh spends the entire day anticipating a call or message from Meghana, growing restless as the silence lingers. When she finally calls late at night, their long-awaited conversation takes a subtle but tense turn. Emotions simmer beneath the surface, and the moment quietly unravels into conflict. As misunderstandings grow, one question remains—can their bond withstand the strain? Drama",0,0,0
A Matter of Honor,2025-06-01,movie,9.0,1.0,1.0,,Nicolas Schönberger,"Paul Ahrens, Jan Fassbender, Cedric Stern, Victor Maria Diderich","DE, FR",en,unknown,"Ludwig (21) is about to be officially admitted into a German Studentenverbindung. To do so, he must first prove his honour by facing a fellow student in a sword duel. His long-standing friendship with Erik (25), his mentor and dean of the fraternity, is about to be shaken.",teen,0.0,0,"Ludwig (21) is about to be officially admitted into a German Studentenverbindung. To do so, he must first prove his honour by facing a fellow student in a sword duel. His long-standing friendship with Erik (25), his mentor and dean of the fraternity, is about to be shaken. ",1,0,0
The Truth Shall Set You Free,2025-06-03,movie,17.0,1.0,1.0,Drama,Jakub Konaszczuk,"Haqi Ali, David Kukadia, Chloe Delpino, Ken Ogborn, Cy Ebert",US,en,unknown,"25 years ago, Michael killed his best friend. His continuous belief in his innocence keeps him from his freedom.","thoughtful, reflective, student film, wistful, indie film",7.0,1,"25 years ago, Michael killed his best friend. His continuous belief in his innocence keeps him from his freedom. Drama",1,0,0
Catkiller,2025-07-19,movie,24.0,1.0,1.0,Drama,"Isabel Vaca, Arturo Mendicuti","Raúl Villegas, Juan Luis Medina",MX,es,unknown,"Bear and his neighbour Ivan are locked in a tense relationship. When Ivan’s cat, Gretel, is attacked, Bear saves her and forms an unexpected bond with her. This act of compassion sparks an even greater conflict between the two, pushing their enmity to dangerous levels.","thriller, found-family, family, drama, romance, superhero",0.0,0,"Bear and his neighbour Ivan are locked in a tense relationship. When Ivan’s cat, Gretel, is attacked, Bear saves her and forms an unexpected bond with her. This act of compassion sparks an even greater conflict between the two, pushing their enmity to dangerous levels. Drama",1,0,0
The Transcendental Call Girl Centre,2025-06-03,movie,10.0,1.0,1.0,"Comedy, Romance",Tom Wright,"Nathan Sears, Georgia Murphy, Tal Profs, Tilly Woodward",GB,en,Tom Wright Films,"A woman, Denise, suspects her husband, Mark, of intellectually cheating on her using The Transcendental Call Girl Centre so she hires a private detective.","philosophy, communism, absurd, noir",10.0,1,"A woman, Denise, suspects her husband, Mark, of intellectually cheating on her using The Transcendental Call Girl Centre so she hires a private detective. Comedy, Romance",0,0,0
Slut Club,2025-06-21,movie,23.0,1.0,1.0,Documentary,Zoey Black,unknown,ZA,en,unknown,"Set in Cape Town, this deliciously body-positive film introduces viewers to Ms T’s Slut Club, a pole-dancing show for women and the queer community that celebrates the divine feminine and sacred sexuality in all of us.",feel-good,0.0,0,"Set in Cape Town, this deliciously body-positive film introduces viewers to Ms T’s Slut Club, a pole-dancing show for women and the queer community that celebrates the divine feminine and sacred sexuality in all of us. Documentary",1,1,0
A Death in the Family,2025-09-14,movie,9.0,1.0,1.0,Drama,Yasmin Hafesji,"Johnny Flynn, Greg Hicks, Alec Newman, Deborah Findlay",US,en,"Unmannered Limited, Clouded","After his estranged father's death, Noah returns home to witness the body's final rites. Through quiet rituals and unspoken grief, he confronts mortality, memory, and the fragile boundary between the living and the dead.","family, drama, horror",0.0,0,"After his estranged father's death, Noah returns home to witness the body's final rites. Through quiet rituals and unspoken grief, he confronts mortality, memory, and the fragile boundary between the living and the dead. Drama",0,0,0
"By the Time the Light Reaches You, It’s Already Dead",2025-06-20,movie,17.0,1.0,1.0,"Drama, Science Fiction",Caleb Spilios,"James Michael Farley, Czarina Hart, Julia Radochia",US,en,unknown,"When a bizarre event occurs while microwaving his TV dinner, a man falls down a rabbit hole that may offer him the key to enlightenment.",drama,0.0,0,"When a bizarre event occurs while microwaving his TV dinner, a man falls down a rabbit hole that may offer him the key to enlightenment. Drama, Science Fiction",1,0,0
Leaves of Three,2025-06-09,movie,7.0,1.0,1.0,,Julia de Guzman,unknown,US,en,unknown,"Whimsical, fantastical, cheeky, and chilling — a love letter to the most maligned member of the forest: Poison Ivy. To man she is a nuisance, a danger, and a threat we seek to eradicate, but to those who call her leaves home she is a friend, a sister, and a protector; often the first to rush in and cover land ripped open. And each year, as we warm the planet, she grows stronger and her territory expands. Leaves of Three is a science fiction fairytale exploring the parallels between land protection and bodily autonomy, the female relationship to poison, and what it means to engage deeply with a planet that, on occasion, wants us dead.","action, family, romance, rom-com, comedy",0.0,0,"Whimsical, fantastical, cheeky, and chilling — a love letter to the most maligned member of the forest: Poison Ivy. To man she is a nuisance, a danger, and a threat we seek to eradicate, but to those who call her leaves home she is a friend, a sister, and a protector; often the first to rush in and cover land ripped open. And each year, as we warm the planet, she grows stronger and her territory expands. Leaves of Three is a science fiction fairytale exploring the parallels between land protection and bodily autonomy, the female relationship to poison, and what it means to engage deeply with a planet that, on occasion, wants us dead. ",1,1,0
